Listing_id,Host_id,ID_ciudad,Precio
419110,2084312,5,681
419204,1319991,8,655
421001,2093718,8,286
422159,2099653,5,360
424916,2112725,8,199
428263,2129109,8,1257
428798,2131352,8,800
429280,2133500,8,110
436868,2169494,8,800
438767,530231,8,554
439879,2185139,8,323
439907,2107526,8,150
440183,496656,8,188
441118,4307081,8,646
441119,4307081,8,245
441712,1273774,8,180
442509,1693952,8,86
444101,2206207,8,160
444250,2206934,8,320
447602,2112725,8,300
449040,1726378,8,206
449104,2223774,8,180
449177,2206708,8,327
449391,856145,8,70
452494,2248256,8,350
452500,2248279,8,55
453069,302928,8,290
454077,2256144,5,516
454693,1601561,5,1475
456242,1767559,5,818
456409,2269083,5,207
456461,2269083,5,310
458264,2278812,8,431
458808,2281290,5,496
462947,2300508,8,350
464220,2306760,8,163
465227,2311421,8,350
465251,2308396,8,517
466477,4307081,8,215
471651,918340,8,800
473180,2346349,8,600
475792,2358865,8,250
480220,1430897,8,200
480837,1976943,8,180
483578,2394237,8,300
484267,2385085,8,510
484296,2397409,8,186
485293,1450861,8,250
486913,2409917,5,700
487461,1319991,8,546
488190,2415244,8,250
490098,2423945,8,355
491412,2428947,5,1200
492856,1537641,8,1600
493569,2438532,8,120
494703,2087532,8,431
494903,2444956,8,140
496174,2450658,8,646
496864,2368735,8,400
498025,2001083,8,379
499553,1297488,5,3862
503279,2482566,8,100
504174,2479834,8,200
504450,2487942,8,90
505165,144943,8,299
507900,2502969,8,115
508012,592995,8,168
508247,3146837,8,800
508383,1408960,8,771
509929,2512454,8,267
510354,1167383,8,856
512634,2513249,8,250
514424,2528930,8,160
514889,2535917,8,1077
515144,2536988,8,60
517503,2547499,5,318
519097,2554622,8,200
519542,2555939,8,500
519865,533666,8,207
521867,2566613,5,511
523503,406989,8,99
527221,2590921,8,900
527473,158585,5,1596
528329,2595823,8,436
528389,2596229,8,130
528558,1663702,8,500
528951,2598673,8,682
530753,2397123,8,250
536931,338919,8,252
537390,2527334,8,60
538034,2643038,8,417
540421,2655983,8,600
544105,2674950,5,599
545007,2502969,8,229
547967,1760830,8,120
547968,1760830,8,120
548154,2694627,8,120
548156,2694627,8,200
548163,2694627,8,250
548170,2694627,8,200
548240,2694773,8,150
552767,2316582,8,518
555606,2704494,8,200
555663,2732644,5,3014
557344,2740249,8,384
561102,687759,8,546
561743,2761952,5,800
566927,2788574,8,900
567176,2336127,5,210
567300,1167383,8,856
567326,1167383,8,856
567338,1167383,8,856
569509,2803261,8,239
570053,2805289,8,300
571163,506187,8,200
571166,196253,5,1570
573086,2791501,8,269
575720,2831706,8,133
577253,2838933,8,138
579448,2292748,8,275
579534,1326107,5,399
579704,2292748,8,290
579756,2292748,8,282
582592,2869358,8,400
583039,2872228,5,1195
584211,2160341,8,142
588751,2903813,8,364
589233,4307081,8,269
589234,4307081,8,377
592628,2838933,8,128
603810,2989144,8,397
604508,2992494,8,557
604804,2994624,8,818
604861,4307081,8,709
607833,1849414,5,409
608312,1969996,5,847
609012,2944126,5,1533
609019,3018529,8,400
609594,2223274,5,613
613181,3040937,5,1362
613205,3040239,8,220
616315,4307081,8,802
617137,3059169,5,2065
618711,2269083,5,225
621226,3078973,8,400
626389,736005,8,54
628044,1884906,8,300
628081,2991302,5,1569
628098,3119093,8,600
634088,635510,8,483
634422,474000,8,111
635324,264422,5,818
636684,3174352,8,5033
636889,2063611,8,229
642625,3212195,8,340
642797,3151538,5,6174
644003,3221428,8,180
651436,2643038,8,400
651539,3746246,8,240
654040,3289927,5,599
654070,2007018,8,334
654085,2007018,8,354
654106,3289927,5,599
654296,2007018,8,350
655106,3297294,8,700
655422,3299226,5,1226
658035,2516002,8,474
669012,4307081,8,431
669421,3389660,8,171
669776,1712679,8,280
670109,3394631,8,76
672835,3413077,8,334
672921,3413189,8,2880
673003,3413189,8,4337
673054,3413189,8,3547
673101,3413189,8,6728
673733,3413189,8,700
675035,2448303,8,108
675488,3413189,8,1346
676235,792218,8,175
676840,1319991,8,417
676983,4307081,8,269
677655,3446831,8,706
680320,3463833,8,250
681007,3413189,8,1588
681179,2916588,8,165
682459,3477417,8,416
683547,3420440,8,230
686590,3413189,8,1889
686738,3376172,8,249
688710,3516371,8,1615
689997,3524822,8,126
690895,3413189,8,1909
691019,3531879,5,1239
692289,3413189,8,1675
694303,3552883,8,1077
695304,2357279,8,269
696031,3531879,5,1063
696037,3531879,5,1239
697154,3413189,8,5329
698825,3582733,8,115
706982,2615715,8,652
707540,3637083,8,646
710071,3654282,8,110
710338,2171419,8,1580
712611,3648353,5,929
713631,2536988,8,80
716516,3665789,8,357
717874,3701050,5,1431
720654,3528095,8,2455
720736,3720594,8,1957
724673,3746246,8,397
724742,3746246,8,440
726410,3727327,8,215
726698,572667,8,84
726701,572667,8,81
726703,572667,8,81
726705,572667,8,81
727379,3767558,8,120
727434,3768281,8,422
727437,3768386,8,300
728372,3777702,5,2375
729898,1288063,5,1322
730997,3802101,8,791
734781,3752147,8,269
735804,3549362,8,587
736107,3800330,5,1198
736118,3413189,8,1346
737328,3850198,5,796
741557,3850198,5,1136
741564,3881522,5,350
741663,3882003,5,1226
743447,449677,8,154
746187,3914304,8,145
747176,1429181,8,250
749237,3937029,8,586
749870,747908,8,275
752008,3954477,8,189
752685,3940780,8,300
753354,3962758,8,95
757338,3991683,5,3283
758578,944395,8,180
758602,3996052,5,700
758632,3524822,8,128
758884,3768281,8,2153
758966,3524822,8,210
760653,9709135,8,161
760912,3817743,5,818
761420,2260073,8,600
761468,4013859,8,544
761640,4376064,8,714
762336,503995,8,120
762988,3962758,8,95
764205,4005407,8,1500
764446,4030059,8,150
764769,3727327,8,188
765255,3040239,8,200
765614,4036979,8,214
767519,4048250,8,336
769674,4060449,8,205
770452,4064364,8,180
772144,1921729,8,313
773150,4079778,5,929
777667,2535917,8,203
779950,1429181,8,300
779951,2502969,8,120
783080,1767559,5,613
783480,4129056,5,500
783919,4517909,5,1900
784804,4138034,8,90
786954,4148486,8,1588
787827,3671261,8,280
791186,4168313,8,332
792236,1232426,8,800
793707,4181393,8,655
796477,4195771,5,620
797547,4143732,8,743
798868,2600055,8,283
800000,1429181,8,243
801478,4218648,8,100
801784,4220413,8,283
803193,2703588,8,1309
803373,4228428,8,400
803773,4060449,8,371
805458,4240145,8,969
807328,2112725,8,300
808301,4252736,8,250
808557,1648634,8,215
808744,4255118,8,169
809899,4260129,8,1000
810603,3413189,8,387
810712,579591,8,450
810940,1618278,8,175
813057,4060449,8,158
815598,4284876,8,163
816333,4254630,8,550
819354,4307081,8,431
819355,4307081,8,434
819982,2819313,8,126
820041,4307081,8,700
821174,4307081,8,377
822005,4316391,5,1372
822062,4316730,8,250
822913,449677,8,149
824016,4326326,5,900
824102,4326654,8,117
826001,1603206,8,200
826059,4318903,8,335
826691,4326326,5,850
826814,4005873,8,142
827295,4005407,8,560
827448,3659960,8,491
827529,3659960,8,366
828097,4341753,8,128
828714,4344353,5,620
829813,2536540,8,215
831493,4354396,8,81
832805,3777702,5,413
833353,1319991,8,382
833541,4005407,8,1500
834737,4366435,8,168
837839,4366623,8,656
838417,1693952,8,157
838505,2903813,8,207
838726,2039483,8,180
838730,2039483,8,180
839306,4307081,8,431
840051,2457260,8,491
840413,4389037,8,1346
841897,1834286,8,426
842261,4397336,8,200
842292,4397448,8,607
842742,3413189,8,2126
843411,3413189,8,1050
844070,2422154,8,88
844149,4406879,8,100
844818,4410326,5,460
846603,4420701,8,213
846689,4421271,8,120
846716,1610574,8,170
849887,4438776,8,150
850066,4307081,8,215
850307,1648634,8,215
850322,1648634,8,388
851184,2049566,8,5455
851410,1648634,8,188
851476,572667,8,71
852135,2239368,5,1455
853793,4347405,8,299
854496,4462881,8,119
854771,4465362,8,136
855016,4375449,8,150
856009,4474431,8,89
856351,4347260,8,4000
857217,3035001,8,10000
858171,3648618,8,235
858748,579591,8,180
861118,4501614,8,100
861383,4506032,8,807
861849,1005728,8,141
862028,4462881,8,250
862030,4462881,8,88
862781,579591,8,200
863765,4530533,8,110
864071,4532951,8,193
864322,4535323,8,200
864999,3991683,5,620
865012,3850198,5,1012
865017,3991683,5,613
865034,3991683,5,661
865045,3991683,5,681
865070,3991683,5,620
865978,4307081,8,770
867206,3738898,8,211
867682,4445879,8,200
868843,3850198,5,735
868851,4548221,8,436
868986,3850198,5,746
869063,3850198,5,838
870960,4589827,8,1000
871406,4593939,8,546
871503,4594670,8,323
872238,2039132,5,1755
872540,2521176,8,220
873890,4613553,8,1879
874356,1558302,8,500
874722,4630101,8,83
875021,4619157,8,200
875470,1118486,8,150
875689,617333,8,307
876893,4631556,8,119
878810,2486187,8,450
879781,4652415,8,149
880106,4645337,8,2300
880400,1809627,8,520
880683,4658256,8,163
881573,4587649,8,115
882237,4667816,8,600
882431,1408960,8,400
882508,4581272,8,249
882542,4581272,8,229
882550,4581272,8,249
883511,3777702,5,2375
883613,1809733,8,646
883639,4678532,8,1346
883643,4428126,8,675
884784,4686887,8,203
885004,4688820,8,250
885835,674812,8,210
886300,4698706,8,293
887433,4706019,8,1093
887829,4708373,8,85
888458,5445355,8,50
889216,1470188,8,109
889320,4718232,8,407
892388,2339555,8,250
892675,3168793,8,100
893729,4754297,8,230
894117,4758467,8,180
895893,4723159,8,230
895959,4775808,8,124
896752,4307081,8,754
898155,4792161,8,226
898633,4796027,5,1384
899314,4789999,8,1000
900096,1381764,8,300
900709,2649464,8,300
901284,3350359,8,455
901618,4817242,8,600
902440,4822384,8,295
903424,3066534,8,406
903430,4818326,8,250
903715,2741266,8,250
904294,4836305,8,700
904873,4307081,8,436
905505,4840895,8,203
906385,807448,8,511
906585,4852786,8,325
906732,2091487,8,65
907024,4856794,8,150
907241,4858858,8,2691
907718,4862604,8,550
908175,3659960,8,377
908585,3700898,8,1346
908933,4872954,8,1093
909010,4873555,8,373
909910,2989144,8,217
909978,4453679,8,80
910085,4881173,8,471
910649,4885650,8,480
910793,4886725,8,350
910817,4886880,8,2000
911037,1531381,8,332
911088,2875548,5,1275
911801,4853058,8,464
911983,4652415,8,675
912574,4027055,8,1000
912633,4897168,8,458
913832,3040239,8,180
914379,4907639,8,1900
914950,4593594,8,160
915057,4630101,8,79
915090,2479468,8,306
915158,4912449,8,220
915877,4916403,8,1086
916057,4426879,8,1200
916271,4832097,8,109
916511,4919546,8,700
916643,2833779,8,1358
917745,3359789,8,357
917974,3040239,8,220
918167,4928051,8,134
919852,4941560,8,100
919853,4941560,8,100
919858,4941560,8,100
920059,4928051,8,66
920113,4944457,8,969
921000,4950923,8,1909
921259,4952837,8,1071
921347,4953566,8,228
922503,4960398,8,210
922548,4960528,8,200
922821,4961900,8,220
922950,4706314,8,330
924523,1500231,8,783
924693,4974044,8,200
924737,4945210,8,130
925117,4976052,8,320
925284,4884558,8,150
925802,4981026,8,55
926669,4986394,8,193
926850,4987482,8,1080
927919,1608293,5,2478
928031,4884558,8,190
928126,4995887,8,142
928950,5000563,8,896
930014,5008949,8,807
931336,5016687,8,652
931771,5019262,5,286
931910,5020460,8,250
932270,5020460,8,300
932805,5027838,8,183
935028,4986394,8,251
935090,4986394,8,173
935162,4530533,8,60
936180,2108575,8,39
937388,5060612,8,119
939721,4821807,5,1446
940269,2867041,8,121
940319,5082156,8,401
941152,2615715,8,346
941735,5092388,8,2000
941976,5093660,8,1055
942218,497736,8,250
943521,1500231,8,261
945511,5090550,8,458
946659,5130016,8,230
947924,3040239,8,180
951908,5165995,8,196
953409,5174973,8,110
953574,5177176,8,165
953767,462577,8,156
953846,5179733,8,39
953857,2278812,8,431
954630,5184566,8,250
954777,2278812,8,431
954830,5172982,8,100
955514,2278812,8,431
958021,5211561,8,166
958470,5215017,5,25976
960286,5227787,8,220
960342,4884558,8,190
960374,5228704,8,509
960461,5228078,8,150
961067,4261512,8,543
961989,5239438,8,1066
962450,5243340,8,209
963765,5251888,8,500
963981,5253661,8,269
964586,5258593,8,1066
965358,5263542,8,546
968169,5283489,8,400
968792,1523107,8,355
971226,5340461,8,1066
971946,3662534,8,483
972974,5319886,8,198
976096,4780133,8,97
976978,5345698,8,300
977324,5347613,8,1346
979619,2278812,8,431
980670,5369841,8,169
981327,5374333,8,1060
982970,4530533,8,43
992289,5448466,8,240
993755,5459099,8,768
994419,5369841,8,589
996602,5475732,8,141
996981,3413189,8,813
997247,5479592,5,1283
997432,2166196,8,197
999231,5491791,8,297
1001426,5506834,8,106
1002666,5513776,8,198
1002762,5340461,8,199
1006867,5228704,8,432
1007174,5540061,5,826
1007227,2205293,8,464
1008537,113997985,8,550
1008831,5547120,8,522
1010761,4307081,8,1615
1011203,5562258,8,150
1011428,5307709,5,6401
1011516,5515939,8,63
1012156,4307081,8,436
1013191,5573690,8,249
1013504,1664327,5,286
1014428,5580698,8,220
1015045,4307081,8,754
1015351,3413189,8,813
1016312,5592796,8,230
1018694,5607782,8,184
1018724,5607953,8,190
1019309,3151394,5,1495
1020279,5616411,8,5000
1021489,4724081,8,50
1023218,4307081,8,431
1024352,5507764,8,116
1024979,2278812,8,431
1031743,5677557,8,201
1033727,5689207,8,367
1034636,2278812,8,1453
1036348,224192,8,180
1038105,2465522,8,823
1038707,2278812,8,431
1038738,5718494,8,280
1039353,5670888,8,202
1039497,5723515,8,1000
1042843,357995,8,145
1043051,5743086,8,3000
1044003,5748001,8,230
1046134,5118351,8,2338
1047603,5767467,8,300
1049140,1208327,8,249
1051636,1809694,5,805
1058881,5838889,8,280
1063294,4532951,8,1364
1063491,1381764,8,345
1065405,3999262,8,198
1065419,4532951,8,500
1065597,5862587,8,533
1066648,4532951,8,2000
1066654,4532951,8,160
1066945,5870021,5,825
1067198,224192,8,250
1069772,3413189,8,511
1071337,742304,8,150
1071609,742304,8,150
1072499,5165851,8,21741
1074249,5909721,8,360
1074262,5909721,8,160
1074443,5165851,8,21741
1074595,5165851,8,21741
1076794,5925320,8,300
1076977,5165851,8,21741
1078107,5165851,8,21741
1078557,5165851,8,21741
1080287,5165851,8,21741
1085939,5969251,8,771
1086624,5972450,8,170
1087636,5975456,5,450
1092380,1450861,8,150
1096875,6027401,8,148
1100610,6046074,8,7827
1104324,1349383,8,257
1107020,6077877,8,320
1107225,5940836,8,299
1107521,6080771,8,124
1107979,6083480,5,323
1110592,5695975,8,110
1111056,6099018,8,629
1118194,6137217,8,301
1118497,6138630,8,174
1120598,5866883,8,100
1120765,5866883,8,64
1120916,224192,8,180
1123867,6164928,8,300
1125048,6171755,5,2044
1129594,6196641,8,500
1130596,2989144,8,529
1130658,333131090,5,633
1131446,6207000,8,100
1133331,4141225,8,280
1134569,6223922,8,120
1135302,6203086,5,316
1146882,5862587,8,807
1146944,4555781,8,124
1147839,5862587,8,511
1149627,6301967,8,330
1150993,6308478,8,760
1151855,6313781,8,600
1152880,6207000,8,160
1156770,4307081,8,807
1158141,4832097,8,105
1158520,224192,8,140
1158770,3746246,8,251
1160094,4307081,8,533
1162686,6359246,5,2453
1163118,4284876,8,344
1163119,4284876,8,281
1164876,212109,5,5059
1167552,6393641,5,475
1170381,224192,8,538
1170780,6409883,5,434
1171303,6412728,8,1000
1173981,3962758,8,95
1174197,3962758,8,95
1174302,3962758,8,95
1179338,4199178,8,163
1180938,6445834,8,190
1182077,2278812,8,1077
1183501,3018529,8,450
1185423,2902256,8,424
1186026,2567624,8,1346
1187817,4326326,5,900
1190290,6506571,8,1200
1190324,6506235,8,176
1191023,319672,8,150
1198333,505003,8,200
1201439,11706591,8,116
1203715,6574996,8,336
1204703,2272661,8,284
1208312,6598890,5,700
1211383,212109,5,1022
1213425,6623978,8,135
1213618,6624705,8,320
1213672,6529360,8,480
1214259,153721,8,655
1215717,3942218,8,586
1215988,6635772,8,399
1220837,6659959,8,180
1222292,6667924,8,350
1223867,6668899,8,144
1224109,6677826,8,401
1226009,6687502,8,360
1226081,6687945,8,143
1226234,6688806,5,1962
1227920,3413189,8,695
1229042,6704310,8,131
1229043,6704310,8,200
1230738,6712425,8,2000
1233187,4079778,5,347
1236668,5525131,5,1012
1243975,6780472,8,800
1246502,2538304,8,255
1248055,3413189,8,511
1249089,1426830,8,161
1255140,6836857,8,56
1259757,3641304,8,334
1260443,820566,8,150
1262704,396869,8,133
1262967,6875889,8,164
1268297,6903777,8,124
1271265,6919132,8,128
1273525,4501614,8,80
1274323,6936378,8,1077
1274695,6938417,8,590
1276494,742304,8,100
1279480,6962400,8,160
1280058,1834286,8,288
1283294,5755202,5,2145
1284892,6990663,8,337
1286695,6998716,5,929
1288017,6338641,8,181
1288566,540705,5,3490
1288700,7008561,8,200
1292355,4264872,8,100
1292425,4264872,8,80
1292491,7027859,8,257
1297357,541570,8,60
1297489,541570,8,80
1300664,1543711,8,3499
1303400,7085807,8,610
1303580,7086667,8,208
1304552,7089390,8,319
1309198,7116734,5,280
1310141,7121880,8,214
1310935,5243513,8,104
1315266,1568125,8,3818
1315501,7074029,8,200
1320302,7168464,8,220
1324525,7189850,5,500
1325873,7195997,8,336
1325877,7195997,8,200
1327482,7204248,8,172
1330376,6687945,8,203
1331327,7221466,8,390
1331587,5862587,8,673
1334401,7236661,8,700
1336705,2148896,5,392
1336976,1319991,8,655
1336978,1319991,8,546
1337735,6775211,5,1962
1344188,7271395,5,595
1345879,7301006,8,300
1348194,7314878,8,430
1348968,1809627,8,170
1352724,2570355,8,149
1354470,4420701,8,300
1356364,520553,8,250
1359067,7376666,8,400
1360777,7386906,8,239
1363110,6409883,5,434
1364690,6756215,8,129
1372354,7439347,8,364
1372831,7441068,8,213
1375302,6445834,8,106
1375310,7452329,8,120
1377328,2034245,8,999
1377640,7462969,8,818
1378164,2492211,5,337
1380783,7477163,5,1755
1382047,2034245,8,999
1382644,1030236,8,947
1386404,113997985,8,255
1387403,7505305,8,100
1391370,2269083,5,207
1397329,7007289,5,650
1397942,4455000,8,97
1398192,7551237,8,150
1403168,7569372,5,717
1403218,3777702,5,413
1403626,7575981,8,149
1404197,7577858,8,99
1404363,5341352,5,814
1408720,4069593,8,489
1408997,7598883,8,230
1409060,7569307,8,556
1410460,7312916,8,978
1411454,7609684,5,1100
1412255,2275217,8,143
1412623,7615420,5,260
1416673,7633239,8,867
1416980,7595592,8,297
1424997,532498,8,800
1426055,7647089,8,300
1427233,7676117,8,400
1427976,7679645,8,264
1428202,5451193,8,839
1428235,1125885,8,1103
1428423,7681297,5,1080
1429120,6203086,5,251
1434123,7694522,8,200
1437658,7679645,8,256
1441365,7738527,5,1012
1441434,7740056,5,1150
1446634,1982737,8,337
1455119,3941419,5,869
1458993,7821561,8,195
1459850,4307081,8,1615
1461998,716415,8,491
1462127,449677,8,429
1462549,7838265,5,990
1466924,7857619,8,538
1471275,7877039,8,799
1474977,130685,8,489
1476127,7900007,5,550
1483150,3842124,8,350
1483182,530231,8,125
1483498,7936694,5,681
1483664,6373011,5,613
1487694,7955669,8,100
1492192,7976900,8,206
1494463,7188481,8,264
1497622,3340612,8,119
1498433,8007140,8,380
1503835,8000736,8,155
1511307,110218260,5,1218
1514052,7091696,8,200
1514815,8069764,5,950
1514943,8088752,8,200
1515688,8064375,8,132
1521300,7086667,8,160
1524344,8133337,8,150
1525655,2538304,8,205
1526604,2512454,8,224
1530076,4376064,8,80
1530240,8156925,8,300
1530241,8156211,8,101
1535581,8188937,8,188
1544767,4079778,5,818
1545977,8238643,8,346
1547284,5341352,5,550
1555819,8282570,5,1100
1556381,5847022,8,250
1557223,115318144,8,85
1560214,8303035,8,249
1560444,8303861,8,384
1561142,8303861,8,1636
1562955,2919803,8,167
1565220,2518152,5,2900
1570745,8352381,8,275
1571327,8355403,5,511
1572715,83950473,8,123
1573546,8364280,8,290
1574416,8368066,8,100
1574755,8370198,8,800
1576178,8378962,8,524
1577986,1450861,8,290
1578335,8388535,8,152
1578414,8389064,8,263
1581740,3413189,8,4252
1581965,8413935,8,350
1582963,8427621,8,800
1583179,8428615,8,514
1584097,8439446,8,380
1588234,8469545,8,394
1588734,8389064,8,1319
1589483,8479954,8,320
1592354,7518078,8,400
1593570,8368066,8,87
1596242,2909384,8,337
1597516,8517032,8,110
1599474,8098515,5,675
1602296,1685928,8,404
1605722,3018529,8,290
1608023,8564763,8,250
1609505,5926864,8,800
1610936,1500231,8,261
1616940,441418,8,99
1619203,5187102,8,250
1621700,8625638,8,150
1623224,8364280,8,240
1627630,8282570,5,1100
1632132,8671573,8,700
1632682,8674010,8,340
1637159,3413189,8,2395
1637425,496656,8,150
1640669,4631556,8,160
1644188,8714971,5,1962
1648554,1500231,8,261
1648622,2438594,8,1148
1651774,8557006,8,130
1653332,5448466,8,219
1655375,8776351,8,414
1656382,796221,5,1308
1657350,3047272,8,400
1659251,7913558,8,70
1661373,4420701,8,202
1661482,8803928,8,500
1661504,4420701,8,133
1662282,4378849,5,1239
1667766,8831931,8,432
1670742,6786750,8,275
1676116,5615480,8,473
1676910,8872393,8,300
1676923,18979393,5,1425
1681354,8675255,8,2643
1681737,8893827,8,318
1683935,7525886,8,200
1687443,5885968,8,185
1687505,3746246,8,216
