Listing_id,Host_id,ID_ciudad,Precio
13239805,74376994,5,489
13239892,74330102,8,300
13241950,52391212,8,1320
13242978,9537721,8,273
13243273,8161091,5,929
13244507,29070390,8,222
13244522,71843164,8,5382
13244801,19273271,8,145
13245146,44298369,8,814
13245275,74449153,8,1636
13245498,53732909,8,800
13245612,74453113,8,2960
13246389,74461687,8,2182
13246489,74463624,8,656
13247059,66267116,8,200
13247713,60193836,8,330
13248441,46052874,8,546
13248757,74462971,8,1150
13249280,74499181,8,90
13249702,51913990,8,1453
13249825,74507376,5,450
13252540,74547305,8,600
13253618,74561833,8,250
13253841,74511710,8,130
13256174,25327047,5,348
13256864,47968233,8,299
13257168,15177238,8,110
13257760,23585021,8,250
13257826,74610084,8,800
13257995,74610955,5,350
13258096,74604469,8,1500
13259616,74321959,8,818
13260246,16097289,8,450
13260636,74642254,8,546
13260923,55424457,8,1364
13261537,74652696,8,203
13262112,74660470,8,3552
13262362,68741023,8,861
13262385,74182495,8,180
13262615,26084570,8,966
13263937,73212819,8,382
13264276,74688769,8,900
13264318,43744211,8,16234
13264328,44333996,8,1636
13264717,74695346,5,480
13264804,74695346,5,550
13265151,37516151,8,200
13265214,24084091,5,336
13265793,37702771,8,300
13265821,74712495,5,450
13266392,31314543,8,230
13271605,68562737,8,220
13272950,74787957,8,750
13273653,74795490,8,4364
13274216,70163258,8,200
13274285,74802485,8,2727
13276242,18321166,8,250
13276258,74822567,8,5382
13276474,74825273,8,395
13277230,74831686,8,1364
13277788,74840461,8,500
13279111,74856196,8,1636
13279353,33302235,8,1000
13279767,70302626,8,614
13280779,74877873,8,543
13281048,23737846,8,60
13281871,14209759,8,500
13282557,10486509,8,136
13282604,14209759,8,1000
13283510,74920784,5,1962
13283859,1222626,5,268
13284023,74927862,8,500
13284330,74931315,8,250
13284429,74927862,8,500
13288298,23582467,8,2000
13288921,74971271,8,1000
13289284,74978304,8,491
13289936,13023485,8,321
13290272,36567390,8,900
13290792,29643929,8,1000
13291185,50048508,8,1000
13292193,31800440,8,290
13292499,75012110,8,175
13292815,10507162,8,375
13292983,75016779,8,1500
13293122,15536673,8,707
13293449,75020610,8,206
13293812,73842404,5,222
13294113,47111102,8,300
13294679,16341837,8,450
13294874,75028319,8,1184
13296102,72779990,8,1500
13296204,75051089,8,8688
13296641,59981143,8,2455
13297290,70929672,8,700
13298033,73860451,8,1636
13298504,65781338,8,250
13298896,74753418,8,450
13298910,75053714,8,900
13298937,75086118,8,90
13298973,71576305,8,990
13299050,74901161,8,458
13299074,75089890,8,2182
13299557,15247263,5,715
13299871,63300025,8,550
13299881,65005671,5,1000
13300150,10507162,8,375
13300499,20515957,8,169
13301453,43302879,5,1342
13304991,3535482,8,130
13306487,70164120,8,273
13306625,46556797,8,13092
13307216,75181806,8,450
13308593,75196166,8,180
13308835,66892257,8,750
13308904,191236366,8,250
13309077,42286136,8,1364
13312598,41068533,5,715
13312663,63816813,8,1000
13312767,75239124,8,300
13315083,75263873,8,400
13315144,65218803,8,800
13315469,52558573,8,1023
13316078,75233949,8,1527
13316155,3535482,8,137
13316474,10259217,5,4109
13316628,74028430,8,850
13316891,75287424,8,1000
13317374,66956952,5,980
13317720,75293199,8,2727
13317759,75296206,8,300
13317767,74669146,8,216
13317848,56053173,8,50
13317868,22092269,5,613
13317884,50147475,5,508
13317927,75299026,5,380
13318365,75305790,8,300
13318535,74507625,8,130
13318602,30721432,8,245
13319282,72662579,8,1999
13320368,63906276,8,971
13323639,75363301,8,1615
13324467,49073624,8,171
13324903,19628378,8,436
13325460,75382559,8,3000
13326178,60745227,8,382
13326234,13815027,8,5000
13327744,75410255,8,740
13328480,75419097,8,1364
13328543,7352902,5,291
13328884,75423760,8,400
13329055,75417203,8,814
13332993,64757298,8,104
13333777,75481586,8,1522
13333876,75299026,5,380
13334126,2020642,8,194
13334228,74870460,8,120
13334565,67761105,5,400
13334628,74870460,8,200
13335141,75502716,8,500
13339959,50401090,8,700
13341740,75574034,8,3229
13341854,57163425,8,78
13342024,496656,8,88
13342596,11782291,8,600
13342795,62035282,8,546
13344330,75600384,8,1400
13344603,202504432,8,206
13344642,15717591,8,215
13345204,75614614,8,400
13345716,14508432,8,75
13345752,75621161,8,200
13346341,72178386,8,267
13347987,14516797,8,350
13348130,75651961,8,120
13349298,75196166,8,800
13350990,59551108,8,1631
13351997,25953060,8,1326
13353420,12448289,8,140
13354055,75720431,8,2715
13354651,64804527,8,120
13355377,27536948,8,225
13356520,75746434,8,779
13357137,524777,8,1615
13357464,62684666,5,979
13358282,74978304,8,546
13361482,41489963,5,200
13361526,5172242,8,400
13361545,75812527,8,600
13361574,48162937,8,1000
13361782,54803992,8,242
13361788,27853668,8,436
13362238,25698751,8,792
13367309,75882544,8,2172
13368266,75894056,8,384
13368322,30352783,8,1938
13370134,75915483,8,650
13371123,75927703,8,810
13371929,59035032,8,2182
13372001,65609059,8,700
13372658,75927636,5,250
13372983,4668462,8,373
13373144,67256612,8,1500
13374857,75968717,8,342
13375271,35569954,8,350
13376361,15607965,5,920
13376581,50996851,8,300
13376833,22931264,5,6195
13377447,76003736,5,266
13377728,37085412,8,1267
13378009,23986642,8,79
13378940,76028290,5,249
13378978,76027266,8,1364
13382211,76067487,8,2691
13385562,4106244,8,705
13386290,76099338,8,500
13386343,5134412,8,1170
13387177,18768390,8,250
13387273,76115824,8,365
13387927,28229349,8,2727
13388112,12178689,8,538
13388225,76125628,8,450
13388501,76128308,8,245
13389168,73209284,5,250
13389409,7551237,8,600
13389548,63759415,8,409
13389722,33071705,5,234
13390004,3489734,5,299
13390033,52642508,8,650
13391074,26557671,5,929
13391315,10507162,8,375
13391519,157649984,5,879
13392070,37421422,5,575
13392221,54643959,8,743
13392598,20407235,8,250
13392732,43076939,8,657
13392788,54643959,8,500
13393204,76109184,8,900
13394661,55839477,8,540
13394766,76196492,8,546
13395080,71333836,8,67
13395893,72004230,8,5455
13395952,76031563,8,290
13396538,76215887,8,197
13396570,74958409,8,1364
13396589,14586681,8,120
13396825,76218688,5,785
13397006,12029822,8,150
13397241,72318105,5,355
13397396,68863674,8,900
13397532,76229606,8,323
13398036,70937648,5,1034
13398038,76238031,8,1500
13398165,76240143,8,239
13398244,37187937,5,661
13398341,70591369,8,1500
13398757,75283734,5,9292
13399378,76259511,5,715
13402271,66956952,5,680
13405983,76323650,8,660
13405995,76320028,8,214
13406130,48190358,5,1012
13406343,74691055,8,114
13406641,74313544,8,982
13406752,76330058,8,250
13410011,76364718,8,130
13411324,18321166,8,100
13412150,13664216,8,289
13412424,27677548,8,180
13413122,8897338,8,273
13413783,63118141,8,371
13414552,76416514,8,1909
13414929,72551339,8,150
13414970,76421517,5,818
13415611,76430461,5,224
13415750,48376997,8,800
13416284,23503139,8,720
13416743,76446501,8,607
13416777,16064460,8,200
13417200,11786737,8,800
13417236,26815346,8,160
13417258,76120400,8,1300
13417415,5755202,5,2097
13417533,75361669,8,1600
13417887,17283004,8,120
13419090,36050157,8,157
13423297,13580277,8,796
13424014,13863839,8,818
13425567,76536617,8,1000
13426656,149407,8,2727
13427108,42685021,8,65
13427315,14044951,8,124
13427683,68104711,8,480
13427885,43775522,8,80
13428128,11151516,8,110
13429469,76549744,8,11000
13429643,76575952,5,460
13429838,33525097,8,10000
13430217,149407,8,6000
13430219,76583821,8,543
13430591,14297293,8,813
13432933,67470346,5,1500
13434459,4604288,8,3273
13434536,5543654,8,107
13435484,76505802,8,619
13435633,14920723,8,200
13435640,59714670,8,1488
13435904,76653814,8,254
13436327,76659217,5,250
13436638,76664553,5,920
13440829,27150166,8,546
13442467,76725635,8,8728
13445962,76761310,8,338
13446121,76505802,8,226
13446214,31345443,8,486
13446746,55696645,8,245
13447682,76782889,8,75
13451138,76824570,8,245
13451160,36366475,8,130
13451898,76836121,8,161
13452337,75762397,8,250
13452437,76842488,8,895
13452456,10211766,8,170
13452764,72360245,8,700
13452812,76847021,5,1033
13457710,76811520,8,500
13457981,60268729,8,371
13460545,76930434,8,181
13460793,76931349,8,1636
13461571,76828464,8,400
13462313,76951581,8,3262
13462348,76946373,8,400
13462482,76951771,8,190
13462818,76957701,8,871
13463360,72770846,5,1652
13463845,76967902,8,500
13463886,76967060,8,1290
13464076,26846934,8,2000
13464870,76981297,8,1636
13465199,70051292,8,315
13465556,57964936,8,600
13465658,25174695,8,390
13465700,76435581,8,2127
13466334,40952309,5,450
13466649,45209419,5,661
13466964,15177579,8,160
13467183,42519648,8,300
13467608,77023853,8,1000
13472525,9084846,8,592
13473971,77093994,8,800
13474390,77099619,8,199
13475283,35222545,8,230
13475590,77112473,5,1500
13476992,53294620,8,332
13478497,77153897,8,4844
13478945,77000364,8,400
13484476,40161874,8,655
13485375,77242985,8,1746
13485696,77238249,8,436
13485728,77245721,8,600
13486589,39283859,8,400
13486871,76781320,8,655
13488189,29165669,8,250
13489279,38107133,8,120
13490824,2105194,8,120
13491048,4005407,8,800
13491591,823800,8,400
13492410,77329459,8,1000
13494150,77020742,8,380
13494300,33344724,8,300
13494320,77353448,5,360
13494453,2537111,8,269
13494498,36055684,8,4306
13494505,77356722,8,1527
13495123,77366757,8,2800
13495176,68820173,8,990
13496434,62684666,5,459
13496555,25416724,5,491
13499036,77421739,8,1957
13503243,77462240,8,1091
13503552,9009829,8,200
13505249,50305161,5,1219
13506548,50305161,5,1665
13506747,73559033,8,300
13507451,77506745,8,2000
13507686,50305161,5,1551
13507887,77491015,8,226
13508528,76974378,8,174
13508650,77514404,8,900
13508810,11067099,8,50
13509145,77521959,8,72
13509183,74225854,8,1184
13510332,33446427,8,2422
13510478,76982680,8,820
13510763,77545181,8,2127
13510863,77540750,8,250
13511437,11835173,8,220
13512981,50510816,5,516
13513292,77566679,8,1500
13513410,64665191,8,1250
13513761,73323034,8,557
13513835,77582755,8,1000
13514057,77573884,8,4844
13514303,71550943,8,164
13514642,40439529,8,491
13515704,53367240,8,1200
13515985,13503069,8,491
13520567,67753000,8,650
13520794,77668186,8,180
13521949,11262372,8,813
13522460,77521959,8,60
13522706,13359269,8,164
13523175,71974609,8,450
13524647,28632299,8,2422
13524897,77709888,8,400
13525242,77716332,8,950
13527289,57141773,8,216
13528114,76771100,5,715
13529681,69826527,8,431
13529943,77771439,8,1036
13530017,77771719,8,1615
13530095,77560039,8,400
13531023,77758792,8,400
13531032,77784205,8,382
13531053,77491015,8,243
13531345,14684423,8,700
13532019,68557950,8,5000
13532247,72911049,8,500
13533637,77824392,8,1300
13534320,47571426,8,538
13535053,35406862,5,1858
13538696,13359269,8,304
13539064,77878120,8,500
13541056,77898978,8,5178
13541297,77900057,8,1091
13541418,77902606,8,250
13541809,77908184,8,1346
13542411,71528890,8,554
13543199,1420706,8,535
13544011,77933265,8,800
13544020,77932812,8,95
13544282,77935835,8,1500
13544703,70937648,5,691
13544926,1501379,8,15274
13545046,24403220,8,300
13545303,49735631,5,599
13545554,4427752,8,377
13546833,77951901,8,1179
13547020,55638607,8,1609
13547028,55177771,8,120
13547669,71532709,8,289
13548129,77982889,8,3273
13548328,77985935,8,90
13548383,64889398,8,400
13548699,25556992,8,3660
13548980,77987143,8,300
13549596,13498004,8,1200
13549696,78006961,8,2000
13549778,78007828,8,1800
13549789,3719145,8,153
13549838,78007195,8,250
13549860,78010214,8,700
13550430,78016180,8,40
13550793,78023529,8,1091
13553340,78049751,8,210
13554846,78062621,8,1077
13554907,78064105,8,60
13555310,78062669,8,1000
13555771,77981360,8,700
13555861,18551011,8,54550
13556085,34342334,8,600
13556857,78085554,8,3273
13558823,48259354,5,1342
13558866,78109048,8,1000
13559466,68316361,8,199
13559596,78117392,8,500
13559788,11576631,8,250
13559920,67124633,5,2200
13560424,78127981,8,1077
13560594,24767986,8,200
13561096,13639219,8,127
13561448,78140890,8,169
13561504,55928913,8,1200
13561531,69583438,8,6997
13561758,7609684,5,1100
13562223,12366476,8,175
13562711,78117392,8,500
13563249,76564076,8,1091
13563999,78172831,8,269
13564500,78179892,8,1364
13564555,78155362,8,1500
13564691,78183139,8,223
13564809,74683718,8,350
13564921,75302952,8,399
13565257,78193457,8,1077
13565498,78193974,8,4091
13565869,77975347,8,2000
13565996,78205515,8,1884
13569376,78240618,8,500
13570239,49438771,8,251
13571642,78114295,8,500
13571746,42600544,8,273
13571974,11542689,8,273
13572133,25013338,8,1364
13573018,76196492,8,382
13573481,78286715,8,231
13573785,78291912,8,2727
13573838,78290916,8,600
13574029,78294443,8,5455
13574123,60887288,8,370
13574466,78299718,8,242
13574663,13380620,8,300
13575595,4448934,5,1150
13577094,68998546,8,240
13577099,3285196,5,1342
13577145,52264626,5,500
13577382,78337685,8,300
13577642,48365502,8,346
13577717,76988572,5,800
13578844,78359324,5,800
13579382,78367870,8,1500
13584985,78432227,8,98
13585210,78424487,5,320
13586227,13639219,8,120
13586445,78434405,8,110
13586773,78452961,8,262
13587162,16613801,8,84
13587227,78462647,8,2500
13587715,78456925,5,307
13587751,76492978,8,900
13588380,78475678,5,245
13588758,78480155,8,1344
13589465,78491007,8,150
13589553,65499121,8,731
13589704,78495972,8,170
13590120,13020215,8,1200
13590173,55838012,8,420
13590367,62286298,8,1000
13590411,78444131,8,300
13590939,78518455,8,820
13591300,652353,8,296
13591658,49735631,5,799
13595972,18945420,8,380
13596978,78598801,8,780
13597155,78603008,8,1000
13598259,78616857,8,600
13599927,78636158,8,600
13600142,47453720,8,125
13601219,76492978,8,450
13601298,25218630,8,350
13601588,78657221,8,1636
13601713,44777853,8,250
13602258,78640465,8,1400
13603779,78683840,8,1346
13604174,77779563,8,800
13604467,50516922,8,600
13604636,78687864,8,94
13604798,78701278,8,190
13604842,50695419,8,296
13604903,78696897,5,307
13605096,74764048,8,155
13605170,16539143,8,116
13605940,68768013,5,1100
13606858,148936125,5,489
13612586,1177204,8,330
13612915,78800222,8,1091
13613561,10474641,8,500
13615194,78826065,8,1000
13615259,77808187,8,1077
13615738,53090447,8,286
13615788,61714845,8,1290
13616208,18996219,8,800
13616276,38928542,8,38185
13616725,78440762,8,1250
13616772,74834522,8,850
13616975,78845614,8,1023
13617460,78847592,8,269
13617486,61691688,8,1200
13617727,13411812,8,119
13617735,14507689,8,2727
13617872,78853872,8,91
13617955,78853872,8,483
13618873,70339740,5,3066
13619035,78865079,8,2455
13619171,47541146,8,80
13619736,55587767,8,550
13620046,77134437,8,818
13620208,78883414,8,250
13620472,12216741,5,1423
13620696,78882156,8,100
13620843,78883880,8,188
13621570,78896342,8,546
13621628,77815987,5,800
13622520,78912002,8,500
13622586,49735631,5,599
13622726,78914768,8,230
13622750,13903917,8,650
13622872,49735631,5,799
13623267,78922975,8,400
13623437,78282000,8,950
13623477,78925463,8,543
13623588,73999196,8,927
13623621,74669146,8,184
13623644,48065350,8,200
13624103,13063058,8,546
13624519,76385371,8,200
13624746,78876887,8,273
13625499,69511858,5,475
13626386,67558467,8,400
13631658,75271228,8,887
13632009,65883310,8,500
13633064,78716467,5,454
13633080,4291579,8,100
13633329,79049792,8,269
13633533,17458876,8,800
13633734,9498475,8,810
13634426,16017168,8,200
13634443,2663410,5,1425
13634493,17283608,8,1580
13634620,16017168,8,180
13635040,30672063,5,207
13635233,79069665,8,436
13635640,15858071,8,388
13635822,75502716,8,250
13636478,17877938,8,920
13636595,79086341,5,20650
13636671,2109149,8,485
13636722,79087401,8,1200
13638025,15478298,8,200
13638313,78607235,8,400
13638764,79111838,8,1200
13639106,3535482,8,140
13639302,71392663,8,4637
13639621,16613801,8,84
13640012,79129003,5,714
13640141,3535482,8,119
13640765,42614589,8,2727
13640867,79141003,8,243
13640991,78504561,8,350
13641068,13884829,8,1100
13641629,79150487,8,377
13641740,79152527,8,600
13641873,8696288,8,248
13641881,73112561,8,600
13641884,68768013,5,1404
13641949,79155364,8,140
13642825,79171267,8,900
13643031,79174399,8,600
13643668,79183978,8,149
13644521,78730964,8,915
13646781,79219836,8,1800
13647538,79228729,8,850
13647565,79228729,8,850
13648588,79237705,8,130
13648899,74885899,8,290
13650746,2350092,8,250
13651891,79257513,8,150
13651901,79278075,8,1146
13652220,78932499,8,1000
13653458,47665322,5,907
13654417,36453886,5,1342
13654930,79312343,8,650
13654995,79273288,8,1326
13655719,18877359,8,198
13655943,44201834,8,487
13656055,16357048,8,1636
13657067,79341824,8,150
13657942,79353111,8,185
13658060,16574999,8,80
13658546,12130503,5,657
13658719,33323056,5,847
13659112,59061670,8,274
13659435,63816813,8,1000
13659467,27706647,8,337
13659537,79383619,8,550
13659758,79378422,8,800
13659916,79388146,8,200
13664764,79445479,8,2691
13665762,72184256,8,300
13665937,79387581,5,2657
13666188,68935586,5,550
13666202,79449469,8,350
13666655,79465410,8,161
13666685,24698042,5,800
13667724,79331468,8,546
13668039,79482456,5,227
13668071,79478871,8,200
13668982,79489744,8,153
13669068,79465938,8,736
13669485,74132429,8,162
13669860,79499852,8,1500
13671318,28688301,8,260
13671358,68056442,8,944
13671682,79524061,8,1000
13672363,12235833,8,140
13672381,79532783,8,230
13673037,79542425,5,516
13673233,57464095,5,526
13673488,15415203,8,2691
13673924,75283567,8,2455
13674148,79556629,5,809
13674208,79555286,8,250
13674697,78450270,8,873
13675096,15737174,8,1000
13675285,79240796,8,1000
13675287,42431418,8,818
13675465,10206632,8,280
13681398,79648988,8,1636
13681795,74480576,8,250
13681963,79658279,8,600
13682107,76092425,8,900
13682645,15135033,8,250
13682762,79668322,8,1000
13683208,30209018,8,280
13684080,62016726,8,300
13684171,79682060,8,378
13684210,13718449,8,420
13684646,78904751,8,91
13685022,79698460,8,2500
13685403,49947059,8,1057
13685479,28296313,8,200
13687218,70411479,8,1500
13687486,56464577,8,1898
13687754,79152776,8,145
13687818,79735776,8,100
13688132,79722389,8,60
13688188,79742505,5,500
13688387,71988261,5,370
13688847,79752628,5,599
13688913,79755459,8,600
13689042,6067357,8,1000
13689166,79760887,8,1750
13689463,7174720,5,1329
13690126,79417543,5,620
13691226,79788316,8,1909
13693646,79816160,8,150
13693847,69957057,8,1364
13694166,39431198,8,1364
13695308,12622131,8,538
13695446,54989196,8,143
13695889,79611582,8,750
13695921,78129535,8,200
13696611,49222749,8,550
13697126,79848239,8,1500
13697694,79872152,8,500
13697756,79873285,8,1036
13697907,79484264,8,760
13697953,47700479,8,1200
13697963,32860022,8,5034
13698664,17564684,8,950
13698823,2350092,8,180
13699546,78499152,8,243
13699628,16019099,5,407
13699721,79902212,8,1050
13700928,79924573,8,1350
13701135,79919950,8,194
13701373,79556629,5,745
13701449,79556629,5,929
13706201,10662922,8,480
13708267,80013265,8,4300
13708491,12115641,5,1400
13709423,70164455,5,700
13709621,15963052,5,653
13710427,80053746,8,436
13710960,18561002,8,426
13711275,80064643,8,1500
13711325,80066434,8,453
13711660,67256612,8,7000
13712592,80083203,8,1226
13713986,50675578,8,278
13714038,80105840,8,133
13714133,10806043,8,269
13714235,76998433,8,200
13714341,80109923,8,700
13715347,2402095,8,384
13715360,80129227,8,950
13716873,73860451,8,1077
13717872,14743853,8,75
13718913,80179023,8,4364
13722291,66898139,8,900
13724726,80241708,8,257
13726085,80257337,8,6753
13726248,80260787,8,700
13726529,70399602,8,890
13727398,80275194,8,1500
13728290,80286124,5,1136
13728337,20672582,5,207
13728377,80286646,5,961
13728445,50982530,8,655
13728630,80289612,8,1200
13728648,66059226,8,780
13729225,33517045,8,600
13729446,72865722,8,1350
13729583,66059226,8,600
13730040,60383718,8,250
13731336,80269593,5,409
13732041,62098300,8,350
13732474,9584165,8,194
13732642,80339835,8,700
13732873,36569173,8,1091
13732968,77701379,8,750
13733017,79736850,8,293
13733163,80349352,8,480
13733568,80355874,8,1909
13734163,80339835,8,600
13734316,80368957,8,807
13734761,80357873,8,154
13738571,58832003,8,1500
13742623,6058290,8,1077
13742942,79846459,8,1691
13744776,66438132,8,2935
13745056,524777,8,600
13746108,80599213,5,425
13746467,16393407,8,1364
13746741,80507637,8,195
13746764,57197027,8,190
13746796,67107998,8,450
13747448,11579226,8,206
13748005,80023468,8,300
13748059,80523987,8,300
13748219,26435368,8,119
13748533,80529732,8,250
13748552,15819103,8,198
13749168,80537981,8,1200
13749304,80539865,8,653
13749349,51906094,8,600
13749535,40407877,8,183
13750212,4706314,8,275
13750328,80553199,8,1091
13750825,80120512,8,999
13750986,80562235,8,1200
13751465,80568143,5,350
13751640,71993371,8,100
13751915,75776575,8,999
13752062,80330758,8,2153
13752095,76463984,5,400
13752477,80584740,8,350
13752597,80582665,8,238
13752779,80591122,8,800
13752807,76450289,8,600
13753237,80585263,8,969
13753838,22801231,8,1000
13754490,12909867,8,631
13758621,79099409,8,1000
13758928,80661652,8,1000
13760432,60511924,5,1423
13761349,47584281,8,380
13761850,80688621,8,1200
13761882,80693532,8,1286
13761936,80658392,8,1294
13762698,80702659,8,398
13762734,50996851,8,160
13762959,66369166,8,382
13764151,80691901,5,230
13764581,80717898,8,546
13764633,12412603,8,990
13765319,67482645,8,154
13765597,62454934,8,2182
13765732,80734800,8,300
13766257,799012,8,210
13766370,80734116,8,400
13766448,8116096,8,600
13766514,80746022,8,2153
13767134,44872827,8,250
13767210,70691554,8,800
13768088,50595409,5,350
13768526,15444297,8,500
13768748,9336769,8,1000
13770312,80797078,8,2691
13771053,80808758,8,500
13771063,80807799,8,700
13771089,80532364,8,800
13771388,80240700,5,200
13776289,80053746,8,436
13776753,80871976,8,1000
13777550,75286458,8,150
13777901,22008463,5,360
13780231,45739471,8,800
13781432,80916123,8,87
13782011,80486983,8,204
13782023,80696152,8,1964
13782177,10661437,8,800
13784390,63481644,8,332
13784499,63481644,8,265
13784730,80959766,8,600
13784943,50996851,8,80
13786185,37421422,5,600
13786312,9557015,5,2300
13786488,64059476,8,60
13787489,80763910,8,100
13787629,13750781,8,800
13787668,80994532,8,100
13787752,15786136,8,500
13787799,80996380,8,450
13787920,80996686,5,227
13787962,80924721,8,2000
13788396,79514681,8,140
13788723,80746418,5,454
13788743,81010801,5,186
13788922,24109500,5,1549
13793582,81068504,8,200
13795353,30784327,8,1000
13795389,67244503,8,1636
13795482,81090232,8,300
13795839,81093386,8,500
13796193,16779014,8,144
13796417,10270004,8,1004
13796634,2551249,8,200
13796910,81104676,8,606
13797005,81107199,8,200
13797410,15177238,8,110
13799836,81143063,8,942
13801307,81163396,8,195
13801540,81166013,8,700
13801713,72014454,8,195
13801825,81169886,8,620
13801826,81169886,8,680
13802486,53973375,8,790
13805754,78508555,8,4364
13807620,74640295,8,360
13808678,81259154,8,200
13809278,3413189,8,398
13809665,81270065,8,326
13810527,44209696,8,250
13810545,76162835,8,498
13812210,49735631,5,899
13812294,60197766,8,158
13812972,81314492,8,220
13813073,13125505,8,226
13813509,81320875,8,100
13813997,81328876,8,2691
13814100,14516465,8,620
13814393,66633419,8,807
13814774,70087137,8,500
13815016,81317675,8,1300
13815495,23330390,5,300
13817050,13575527,5,245
13819177,5543654,8,110
13820748,554310,8,166
13820785,24944677,8,980
13820909,71496772,8,350
13822016,4893737,8,2283
13822615,81437415,8,315
13822696,77928931,8,290
13822764,81450615,8,1000
13823201,11386725,8,279
13824950,81476667,8,1300
13825176,81477418,5,550
13825696,2559095,8,64
13826218,12243588,8,546
13826430,75754481,8,1000
13826709,80021779,8,1435
13826873,34124412,8,191
13827495,54724963,8,1740
13827507,81510079,5,600
13827576,81512814,8,287
13827732,81484240,8,200
13827733,81514714,8,900
13827799,68408897,8,310
13828220,75813034,8,170
13828684,81518815,8,650
13828921,2559095,8,150
13828926,81531071,8,69
13828967,81531544,8,815
13829342,81488198,8,5455
13829483,81538415,8,491
13829504,1795374,5,823
13829533,81537375,8,680
13829727,81541896,8,1000
13829921,72759037,8,1636
13829934,42733340,5,309
13829938,20519514,8,200
13830173,81549860,8,329
13830324,5452447,8,272
13830632,2129019,8,4950
13831069,81560016,8,2182
13831108,80592586,8,300
13835325,81610321,8,269
13836860,81626361,8,890
13837328,60406516,8,2422
13838496,36573346,8,300
13839024,67255129,8,65
13839430,81259154,8,754
13839660,27068720,8,2200
13839681,80541461,8,650
13840419,81010661,8,1000
13841207,3831704,8,315
13841724,81681791,8,8000
13841814,72318105,5,400
13841953,385461,8,110
13842223,14246713,8,200
13842396,81689132,8,400
13842872,3676741,8,75
13842909,81695048,8,1000
13842910,23986642,8,123
13843098,79482480,8,800
13843491,58783877,8,75
13843958,81708548,8,600
13844026,2577362,8,850
13844394,81697571,5,2619
13844518,21591235,8,540
13844573,2306711,8,54
13844825,74863207,5,413
13844830,81718547,8,1909
13845062,50863972,8,60
13845277,23986642,8,123
13845320,81289263,5,700
13845380,77010895,8,429
13845425,81720895,8,470
13845483,81725439,8,255
13845585,81728875,8,491
13845651,81729375,8,1957
13846331,81739205,8,250
13846431,81735297,8,350
13847080,10296603,8,296
13847103,81650547,8,6997
13847292,11555320,8,340
13847461,81754626,8,249
13847498,81754033,8,1170
13847588,81757392,8,500
13847870,81759771,8,592
13848655,46809445,8,1091
13848704,29538368,5,400
13849161,1982737,8,708
13853698,81826901,8,500
13854091,81618205,8,1000
13854374,63798665,8,580
13855239,13527018,8,1636
13855809,81847467,8,200
13856989,30907240,8,50
13857506,81867638,8,1358
13857602,1892866,5,895
13858028,80544251,8,1000
13858373,81876389,8,211
13858459,81876389,8,300
13858469,81743762,8,1500
13858559,81876389,8,451
13858588,81876389,8,180
13858642,81876389,8,223
13858689,37939009,8,5455
13859353,47665322,5,850
13859779,42599988,5,26845
13860510,81901054,8,80
13861002,13500352,8,850
13861117,33080453,5,409
13861172,74385233,8,300
13861837,52741461,8,165
13862291,1892866,5,895
13862408,11880586,8,182
13863138,15175491,8,220
13863462,1892866,5,895
13863962,1892866,5,695
13864330,69708118,5,1464
13864466,81949383,8,165
13864573,81952031,8,700
13864850,81955120,8,5700
13864962,81949383,8,150
13865065,63491188,8,900
13865092,78820030,5,418
13865345,80341984,8,450
13865391,13461877,8,600
13865698,81967389,8,691
13866079,81968670,8,927
13866093,81969580,8,300
13866610,81845329,8,50
13867585,4448934,5,1203
13867877,80988015,8,380
13873120,82054218,8,800
13873429,69107569,8,410
13873749,81861810,8,1636
13874107,82063666,8,1000
13874148,82067673,8,10910
13874223,82068910,8,1909
13874531,81909501,8,538
13874616,82071622,8,245
13874617,68320529,8,151
13875231,68431313,8,194
13875388,70507707,5,240
13875441,82082746,8,120
13875560,57032892,8,5000
13875867,82087905,8,546
13876388,82092632,8,300
13877322,3977177,5,1198
13877350,41835479,8,1000
13877555,49743817,8,350
13877589,82104351,8,899
13877778,82054646,8,600
13878517,81857111,8,69
13879281,66503486,8,1091
13879690,38819976,8,1576
13879708,66208699,8,350
13879718,75131899,8,982
13879989,82046629,8,625216
13880054,77521959,8,70
13880102,47584281,8,385
13880149,78871360,5,290
13880598,8197183,8,663
13880771,77503389,8,220
13882649,121869836,8,180
13882741,3097380,8,969
13882768,82169902,8,70
13882926,82171194,8,170
13883050,82171080,8,600
13883086,82172293,8,60
13883267,53211216,8,55
13883607,15738587,8,1000
13883885,7708252,8,110
13884300,82193330,5,375
13884461,82195321,8,5455
13884514,77234610,8,900
13885366,82209148,5,230
13886319,6187963,8,249
13888626,82072991,8,458
13889335,75440285,8,1200
13890466,30967222,5,300
13890728,13580277,8,129080
13891106,80783849,8,250
13891419,53618373,8,1364
13892411,59336807,5,210
13892577,82288695,5,800
13893252,23415386,8,250
13893327,82289640,8,2564
13893452,82298908,8,273
13894157,82306220,8,807
13894300,82307881,8,1500
13894493,82310126,8,211
13895898,82131481,8,1800
13896008,77813380,8,194
13896028,82322722,5,1022
13896456,43428586,8,380
13897015,82340775,8,802
13897134,61433326,8,219
13897626,30606774,8,170
13898036,70552262,8,490
13898336,82357556,8,1346
13898371,82356122,8,700
13898536,82359150,8,1200
13898683,66135097,8,120
13899317,16064460,8,250
